onset	duration	sample	trial_type	response_time	stim_file	value	HED	second_after_ready
115.5000003359	n/a	n/a	concentrate	n/a	n/a	D234	n/a	12
116.4639963142	n/a	n/a	concentrate	n/a	n/a	D244	n/a	13
117.5160022757	n/a	n/a	concentrate	n/a	n/a	D221	n/a	14
118.6679976366	n/a	n/a	concentrate	n/a	n/a	D233	n/a	15
119.6200041405	n/a	n/a	concentrate	n/a	n/a	D233	n/a	16
120.7719995013	n/a	n/a	concentrate	n/a	n/a	D222	n/a	17
121.7040000788	n/a	n/a	concentrate	n/a	n/a	D239	n/a	18
122.8640018336	n/a	n/a	concentrate	n/a	n/a	D227	n/a	19
123.8080019436	n/a	n/a	concentrate	n/a	n/a	D237	n/a	20
124.9640005014	n/a	n/a	concentrate	n/a	n/a	D232	n/a	21
126.0600013963	n/a	n/a	relax	n/a	n/a	D112	n/a	22
126.9999983094	n/a	n/a	relax	n/a	n/a	D105	n/a	23
128.1640032611	n/a	n/a	relax	n/a	n/a	D104	n/a	24
129.0999969772	n/a	n/a	relax	n/a	n/a	D101	n/a	25
130.2520023963	n/a	n/a	relax	n/a	n/a	DI99	n/a	26
131.2480038337	n/a	n/a	relax	n/a	n/a	DI93	n/a	27
132.4119987271	n/a	n/a	relax	n/a	n/a	D112	n/a	28
133.3600020341	n/a	n/a	relax	n/a	n/a	DI91	n/a	29
134.5119973949	n/a	n/a	relax	n/a	n/a	D109	n/a	30
135.4640038989	n/a	n/a	relax	n/a	n/a	D107	n/a	31
135.8920039914	n/a	n/a	relax	n/a	n/a	D255	n/a	32
136.5320025316	n/a	n/a	relax	n/a	n/a	D102	n/a	33
137.5240007720	n/a	n/a	getready	n/a	n/a	D162	n/a	1
138.6840025268	n/a	n/a	getready	n/a	n/a	D166	n/a	2
139.6319957755	n/a	n/a	getready	n/a	n/a	D169	n/a	3
140.8480020545	n/a	n/a	getready	n/a	n/a	D169	n/a	4
141.7800026319	n/a	n/a	getready	n/a	n/a	D167	n/a	5
142.9400043867	n/a	n/a	getready	n/a	n/a	D162	n/a	6
143.9359957657	n/a	n/a	concentrate	n/a	n/a	D231	n/a	7
145.0880011848	n/a	n/a	concentrate	n/a	n/a	D235	n/a	8
146.0240049592	n/a	n/a	concentrate	n/a	n/a	D228	n/a	9
147.1839966557	n/a	n/a	concentrate	n/a	n/a	D234	n/a	10
148.1279967657	n/a	n/a	concentrate	n/a	n/a	D234	n/a	11
149.2879985205	n/a	n/a	concentrate	n/a	n/a	D229	n/a	12
150.2159959010	n/a	n/a	concentrate	n/a	n/a	D236	n/a	13
151.3759976557	n/a	n/a	concentrate	n/a	n/a	D238	n/a	14
152.3039950362	n/a	n/a	concentrate	n/a	n/a	D229	n/a	15
153.4679999880	n/a	n/a	concentrate	n/a	n/a	D226	n/a	16
154.4359991632	n/a	n/a	concentrate	n/a	n/a	D224	n/a	17
155.5039977959	n/a	n/a	concentrate	n/a	n/a	D229	n/a	18
156.5560037575	n/a	n/a	concentrate	n/a	n/a	D229	n/a	19
157.6240023903	n/a	n/a	concentrate	n/a	n/a	D228	n/a	20
158.7840041450	n/a	n/a	concentrate	n/a	n/a	D226	n/a	21
159.7919950566	n/a	n/a	relax	n/a	n/a	D106	n/a	22
160.7320020280	n/a	n/a	relax	n/a	n/a	D104	n/a	23
161.8880005858	n/a	n/a	relax	n/a	n/a	DI92	n/a	24
162.8240043602	n/a	n/a	relax	n/a	n/a	D106	n/a	25
163.9839960567	n/a	n/a	relax	n/a	n/a	DI90	n/a	26
164.9799974940	n/a	n/a	relax	n/a	n/a	D109	n/a	27
166.1479955844	n/a	n/a	relax	n/a	n/a	D107	n/a	28
167.0880025557	n/a	n/a	relax	n/a	n/a	D103	n/a	29
168.2519974492	n/a	n/a	relax	n/a	n/a	DI96	n/a	30
169.1959975592	n/a	n/a	relax	n/a	n/a	DI88	n/a	31
170.3519961170	n/a	n/a	relax	n/a	n/a	D100	n/a	32
171.2879998914	n/a	n/a	relax	n/a	n/a	D122	n/a	33
171.4320043406	n/a	n/a	relax	n/a	n/a	D255	n/a	34
172.4919965795	n/a	n/a	relax	n/a	n/a	DI96	n/a	35
173.4800016812	n/a	n/a	getready	n/a	n/a	D167	n/a	1
174.4280049882	n/a	n/a	getready	n/a	n/a	D168	n/a	2
175.4879972271	n/a	n/a	getready	n/a	n/a	D167	n/a	3
176.5719985894	n/a	n/a	getready	n/a	n/a	D168	n/a	4
177.7279971472	n/a	n/a	getready	n/a	n/a	D172	n/a	5
178.6879999868	n/a	n/a	getready	n/a	n/a	D163	n/a	6
179.7880040786	n/a	n/a	concentrate	n/a	n/a	D237	n/a	7
180.7320041887	n/a	n/a	concentrate	n/a	n/a	D245	n/a	8
181.8919958851	n/a	n/a	concentrate	n/a	n/a	D231	n/a	9
182.8359959952	n/a	n/a	concentrate	n/a	n/a	D225	n/a	10
183.9920046113	n/a	n/a	concentrate	n/a	n/a	D244	n/a	11
184.9320015243	n/a	n/a	concentrate	n/a	n/a	D236	n/a	12
186.0839968852	n/a	n/a	concentrate	n/a	n/a	D237	n/a	13
187.2399954430	n/a	n/a	concentrate	n/a	n/a	D234	n/a	14
188.1800024143	n/a	n/a	concentrate	n/a	n/a	D219	n/a	15
189.3439973078	n/a	n/a	concentrate	n/a	n/a	D226	n/a	16
190.2800010822	n/a	n/a	concentrate	n/a	n/a	D224	n/a	17
191.4319964430	n/a	n/a	concentrate	n/a	n/a	D237	n/a	18
192.3720034144	n/a	n/a	concentrate	n/a	n/a	D234	n/a	19
193.4439951859	n/a	n/a	concentrate	n/a	n/a	D227	n/a	20
194.5080006800	n/a	n/a	concentrate	n/a	n/a	D233	n/a	21
195.4839961908	n/a	n/a	relax	n/a	n/a	D101	n/a	22
196.5279957584	n/a	n/a	relax	n/a	n/a	DI99	n/a	23
197.6080039821	n/a	n/a	relax	n/a	n/a	DI97	n/a	24
198.7599993429	n/a	n/a	relax	n/a	n/a	DI99	n/a	25
199.7039994529	n/a	n/a	relax	n/a	n/a	D104	n/a	26
200.7920040122	n/a	n/a	relax	n/a	n/a	D101	n/a	27
201.9519957087	n/a	n/a	relax	n/a	n/a	D104	n/a	28
203.0040016702	n/a	n/a	relax	n/a	n/a	D102	n/a	29
203.9399953864	n/a	n/a	relax	n/a	n/a	D109	n/a	30
204.9920013479	n/a	n/a	relax	n/a	n/a	DI97	n/a	31
206.1400035701	n/a	n/a	relax	n/a	n/a	D103	n/a	32
207.0800004832	n/a	n/a	relax	n/a	n/a	DI98	n/a	33
208.2359990410	n/a	n/a	relax	n/a	n/a	D110	n/a	34
209.1840023479	n/a	n/a	relax	n/a	n/a	D108	n/a	35
210.2319950542	n/a	n/a	relax	n/a	n/a	DI98	n/a	36
211.3880036703	n/a	n/a	relax	n/a	n/a	D117	n/a	37
212.4639986387	n/a	n/a	relax	n/a	n/a	D103	n/a	38
213.4079987488	n/a	n/a	relax	n/a	n/a	D113	n/a	39
214.4639978490	n/a	n/a	relax	n/a	n/a	D105	n/a	40
214.9799978665	n/a	n/a	relax	n/a	n/a	D255	n/a	41
215.5280033431	n/a	n/a	relax	n/a	n/a	DI90	n/a	42
216.5560001812	n/a	n/a	getready	n/a	n/a	D165	n/a	1
217.7079955420	n/a	n/a	getready	n/a	n/a	D164	n/a	2
218.6600020460	n/a	n/a	getready	n/a	n/a	D170	n/a	3
219.8479960046	n/a	n/a	getready	n/a	n/a	D158	n/a	4
220.7880029759	n/a	n/a	getready	n/a	n/a	D160	n/a	5
221.9480047307	n/a	n/a	getready	n/a	n/a	D154	n/a	6
222.9280034385	n/a	n/a	concentrate	n/a	n/a	D243	n/a	7
224.0879951349	n/a	n/a	concentrate	n/a	n/a	D224	n/a	8
225.0440048358	n/a	n/a	concentrate	n/a	n/a	D235	n/a	9
226.2039965323	n/a	n/a	concentrate	n/a	n/a	D230	n/a	10
227.1479966424	n/a	n/a	concentrate	n/a	n/a	D234	n/a	11
228.3280043236	n/a	n/a	concentrate	n/a	n/a	D238	n/a	12
229.2560017041	n/a	n/a	concentrate	n/a	n/a	D233	n/a	13
230.4160034589	n/a	n/a	concentrate	n/a	n/a	D233	n/a	14
231.3560003719	n/a	n/a	concentrate	n/a	n/a	D225	n/a	15
232.4999993972	n/a	n/a	concentrate	n/a	n/a	D234	n/a	16
233.4399963102	n/a	n/a	concentrate	n/a	n/a	D235	n/a	17
234.4959954104	n/a	n/a	concentrate	n/a	n/a	D227	n/a	18
235.5439981750	n/a	n/a	concentrate	n/a	n/a	D230	n/a	19
236.6040004722	n/a	n/a	concentrate	n/a	n/a	D232	n/a	20
237.7719985626	n/a	n/a	concentrate	n/a	n/a	D232	n/a	21
238.7840027294	n/a	n/a	relax	n/a	n/a	D107	n/a	22
239.9560040168	n/a	n/a	relax	n/a	n/a	D106	n/a	23
240.8960009298	n/a	n/a	relax	n/a	n/a	D104	n/a	24
242.0519994876	n/a	n/a	relax	n/a	n/a	DI97	n/a	25
242.9959995977	n/a	n/a	relax	n/a	n/a	D106	n/a	26
244.0119969032	n/a	n/a	relax	n/a	n/a	DI95	n/a	27
245.1719986579	n/a	n/a	relax	n/a	n/a	D113	n/a	28
246.2279977582	n/a	n/a	relax	n/a	n/a	D115	n/a	29
247.1760010651	n/a	n/a	relax	n/a	n/a	D104	n/a	30
247.6239970258	n/a	n/a	relax	n/a	n/a	D255	n/a	31
248.3399959586	n/a	n/a	relax	n/a	n/a	D106	n/a	32
249.2479974709	n/a	n/a	getready	n/a	n/a	D164	n/a	1
250.4199987582	n/a	n/a	getready	n/a	n/a	D163	n/a	2
251.3840047947	n/a	n/a	getready	n/a	n/a	D158	n/a	3
252.3959989033	n/a	n/a	getready	n/a	n/a	D175	n/a	4
253.5519974611	n/a	n/a	getready	n/a	n/a	D168	n/a	5
254.4880012355	n/a	n/a	getready	n/a	n/a	D175	n/a	6
255.6080011955	n/a	n/a	concentrate	n/a	n/a	D219	n/a	7
256.7680029503	n/a	n/a	concentrate	n/a	n/a	D220	n/a	8
257.8319983861	n/a	n/a	concentrate	n/a	n/a	D235	n/a	9
258.7800016931	n/a	n/a	concentrate	n/a	n/a	D222	n/a	10
259.9520029805	n/a	n/a	concentrate	n/a	n/a	D223	n/a	11
260.8960030905	n/a	n/a	concentrate	n/a	n/a	D233	n/a	12
262.0560048453	n/a	n/a	concentrate	n/a	n/a	D246	n/a	13
263.0080012909	n/a	n/a	concentrate	n/a	n/a	D237	n/a	14
264.1759993813	n/a	n/a	concentrate	n/a	n/a	D234	n/a	15
265.1120031557	n/a	n/a	concentrate	n/a	n/a	D227	n/a	16
266.2639985166	n/a	n/a	concentrate	n/a	n/a	D231	n/a	17
267.2000022910	n/a	n/a	concentrate	n/a	n/a	D229	n/a	18
268.2440018586	n/a	n/a	concentrate	n/a	n/a	D233	n/a	19
269.4079967520	n/a	n/a	concentrate	n/a	n/a	D225	n/a	20
270.4639958522	n/a	n/a	concentrate	n/a	n/a	D241	n/a	21
271.4640004865	n/a	n/a	relax	n/a	n/a	D100	n/a	22
272.4120037935	n/a	n/a	relax	n/a	n/a	D101	n/a	23
273.5719954900	n/a	n/a	relax	n/a	n/a	DI95	n/a	24
274.5279951326	n/a	n/a	relax	n/a	n/a	DI88	n/a	25
275.5800010941	n/a	n/a	relax	n/a	n/a	D113	n/a	26
276.7959973148	n/a	n/a	relax	n/a	n/a	D100	n/a	27
277.7360042862	n/a	n/a	relax	n/a	n/a	D102	n/a	28
278.9079955152	n/a	n/a	relax	n/a	n/a	DI98	n/a	29
279.8480024866	n/a	n/a	relax	n/a	n/a	DI95	n/a	30
281.0080042413	n/a	n/a	relax	n/a	n/a	D113	n/a	31
281.9400048188	n/a	n/a	relax	n/a	n/a	DI96	n/a	32
283.0920001796	n/a	n/a	relax	n/a	n/a	D113	n/a	33
284.0240007571	n/a	n/a	relax	n/a	n/a	D103	n/a	34
285.1840025119	n/a	n/a	relax	n/a	n/a	D102	n/a	35
286.1199962280	n/a	n/a	relax	n/a	n/a	D100	n/a	36
287.2760048441	n/a	n/a	relax	n/a	n/a	DI88	n/a	37
288.2160017571	n/a	n/a	relax	n/a	n/a	D110	n/a	38
289.2640045217	n/a	n/a	relax	n/a	n/a	D108	n/a	39
290.4320026121	n/a	n/a	relax	n/a	n/a	DI87	n/a	40
291.4880017123	n/a	n/a	relax	n/a	n/a	D100	n/a	41
292.4440013549	n/a	n/a	relax	n/a	n/a	D114	n/a	42
293.5040036521	n/a	n/a	relax	n/a	n/a	D108	n/a	43
294.5519963584	n/a	n/a	relax	n/a	n/a	DI96	n/a	44
295.6239981881	n/a	n/a	relax	n/a	n/a	D110	n/a	45
296.7880031399	n/a	n/a	relax	n/a	n/a	D106	n/a	46
297.7399995855	n/a	n/a	relax	n/a	n/a	DI89	n/a	47
298.9000013403	n/a	n/a	relax	n/a	n/a	D109	n/a	48
299.8359950564	n/a	n/a	relax	n/a	n/a	DI99	n/a	49
301.0079963437	n/a	n/a	relax	n/a	n/a	D103	n/a	50
301.9519964538	n/a	n/a	relax	n/a	n/a	D107	n/a	51
303.1079950116	n/a	n/a	relax	n/a	n/a	D103	n/a	52
304.0519951216	n/a	n/a	relax	n/a	n/a	D102	n/a	53
305.2160000733	n/a	n/a	relax	n/a	n/a	D111	n/a	54
306.2679959766	n/a	n/a	relax	n/a	n/a	D102	n/a	55
307.2119960866	n/a	n/a	relax	n/a	n/a	DI93	n/a	56
308.2559956542	n/a	n/a	relax	n/a	n/a	D102	n/a	57
309.4120042703	n/a	n/a	relax	n/a	n/a	D104	n/a	58
310.4800029031	n/a	n/a	relax	n/a	n/a	D103	n/a	59
311.4240030131	n/a	n/a	relax	n/a	n/a	D107	n/a	60
312.5759983740	n/a	n/a	relax	n/a	n/a	D112	n/a	61
312.6200033656	n/a	n/a	relax	n/a	n/a	D255	n/a	62
313.5240016810	n/a	n/a	getready	n/a	n/a	D160	n/a	1
314.5680012486	n/a	n/a	getready	n/a	n/a	D160	n/a	2
315.6479994140	n/a	n/a	getready	n/a	n/a	D171	n/a	3
316.6519971869	n/a	n/a	getready	n/a	n/a	D162	n/a	4
317.8040026060	n/a	n/a	getready	n/a	n/a	D172	n/a	5
318.9640043608	n/a	n/a	getready	n/a	n/a	D176	n/a	6
319.9479962072	n/a	n/a	concentrate	n/a	n/a	D238	n/a	7
320.8959995142	n/a	n/a	concentrate	n/a	n/a	D223	n/a	8
322.0600044659	n/a	n/a	concentrate	n/a	n/a	D240	n/a	9
323.0040045760	n/a	n/a	concentrate	n/a	n/a	D228	n/a	10
324.0600036762	n/a	n/a	concentrate	n/a	n/a	D227	n/a	11
325.2199953727	n/a	n/a	concentrate	n/a	n/a	D225	n/a	12
326.1639954827	n/a	n/a	concentrate	n/a	n/a	D235	n/a	13
327.3200040988	n/a	n/a	concentrate	n/a	n/a	D232	n/a	14
328.2559978149	n/a	n/a	concentrate	n/a	n/a	D233	n/a	15
329.4040000371	n/a	n/a	concentrate	n/a	n/a	D221	n/a	16
330.5680049888	n/a	n/a	concentrate	n/a	n/a	D233	n/a	17
331.5039987049	n/a	n/a	concentrate	n/a	n/a	D225	n/a	18
332.5640010021	n/a	n/a	concentrate	n/a	n/a	D232	n/a	19
333.6120037667	n/a	n/a	concentrate	n/a	n/a	D230	n/a	20
334.5800029418	n/a	n/a	concentrate	n/a	n/a	D218	n/a	21
335.7039960406	n/a	n/a	relax	n/a	n/a	DI97	n/a	22
336.8600046567	n/a	n/a	relax	n/a	n/a	D112	n/a	23
337.8040047667	n/a	n/a	relax	n/a	n/a	D113	n/a	24
338.9600033245	n/a	n/a	relax	n/a	n/a	D101	n/a	25
340.0160024247	n/a	n/a	relax	n/a	n/a	D104	n/a	26
341.0039974681	n/a	n/a	relax	n/a	n/a	D100	n/a	27
342.0520002327	n/a	n/a	relax	n/a	n/a	DI86	n/a	28
343.0039966784	n/a	n/a	relax	n/a	n/a	D108	n/a	29
344.2560015551	n/a	n/a	relax	n/a	n/a	D103	n/a	30
345.2000016651	n/a	n/a	relax	n/a	n/a	D107	n/a	31
346.2600039623	n/a	n/a	relax	n/a	n/a	DI99	n/a	32
347.2400026700	n/a	n/a	relax	n/a	n/a	D255	n/a	33
347.4199956588	n/a	n/a	relax	n/a	n/a	DI99	n/a	34
348.4159970961	n/a	n/a	getready	n/a	n/a	D161	n/a	1
349.3640004030	n/a	n/a	getready	n/a	n/a	D163	n/a	2
350.5199989609	n/a	n/a	getready	n/a	n/a	D160	n/a	3
351.5119972012	n/a	n/a	getready	n/a	n/a	D170	n/a	4
352.5839990309	n/a	n/a	getready	n/a	n/a	D174	n/a	5
353.7480039827	n/a	n/a	getready	n/a	n/a	D168	n/a	6
354.7319958291	n/a	n/a	concentrate	n/a	n/a	D231	n/a	7
355.6879954717	n/a	n/a	concentrate	n/a	n/a	D240	n/a	8
356.8479972265	n/a	n/a	concentrate	n/a	n/a	D241	n/a	9
357.7880041978	n/a	n/a	concentrate	n/a	n/a	D229	n/a	10
358.8359969041	n/a	n/a	concentrate	n/a	n/a	D244	n/a	11
360.0079981915	n/a	n/a	concentrate	n/a	n/a	D226	n/a	12
360.9560014985	n/a	n/a	concentrate	n/a	n/a	D236	n/a	13
362.1199963919	n/a	n/a	concentrate	n/a	n/a	D222	n/a	14
363.0560001663	n/a	n/a	concentrate	n/a	n/a	D236	n/a	15
364.2199950597	n/a	n/a	concentrate	n/a	n/a	D233	n/a	16
365.2799973569	n/a	n/a	concentrate	n/a	n/a	D224	n/a	17
366.2239974669	n/a	n/a	concentrate	n/a	n/a	D239	n/a	18
367.2640038959	n/a	n/a	concentrate	n/a	n/a	D223	n/a	19
368.4239955924	n/a	n/a	concentrate	n/a	n/a	D222	n/a	20
369.3520030311	n/a	n/a	concentrate	n/a	n/a	D243	n/a	21
370.5600029162	n/a	n/a	relax	n/a	n/a	D102	n/a	22
371.5160025588	n/a	n/a	relax	n/a	n/a	D107	n/a	23
372.5600021265	n/a	n/a	relax	n/a	n/a	D110	n/a	24
373.6280007592	n/a	n/a	relax	n/a	n/a	D106	n/a	25
374.7880025140	n/a	n/a	relax	n/a	n/a	D115	n/a	26
375.7879970900	n/a	n/a	relax	n/a	n/a	D101	n/a	27
376.8359998546	n/a	n/a	relax	n/a	n/a	D100	n/a	28
377.7799999646	n/a	n/a	relax	n/a	n/a	DI99	n/a	29
378.9440049163	n/a	n/a	relax	n/a	n/a	DI95	n/a	30
379.8880050263	n/a	n/a	relax	n/a	n/a	D108	n/a	31
380.4319972477	n/a	n/a	relax	n/a	n/a	D255	n/a	32
381.0519999198	n/a	n/a	relax	n/a	n/a	D113	n/a	33
382.0360018245	n/a	n/a	getready	n/a	n/a	D156	n/a	1
383.1999967179	n/a	n/a	getready	n/a	n/a	D175	n/a	2
384.1360004923	n/a	n/a	getready	n/a	n/a	D158	n/a	3
385.3639962456	n/a	n/a	getready	n/a	n/a	D161	n/a	4
386.3000000200	n/a	n/a	getready	n/a	n/a	D170	n/a	5
387.4559985778	n/a	n/a	getready	n/a	n/a	D174	n/a	6
388.4479968182	n/a	n/a	concentrate	n/a	n/a	D223	n/a	7
389.5000027797	n/a	n/a	concentrate	n/a	n/a	D235	n/a	8
390.4479960284	n/a	n/a	concentrate	n/a	n/a	D227	n/a	9
391.4959987930	n/a	n/a	concentrate	n/a	n/a	D227	n/a	10
392.5480047545	n/a	n/a	concentrate	n/a	n/a	D226	n/a	11
393.6000006578	n/a	n/a	concentrate	n/a	n/a	D235	n/a	12
394.8720014027	n/a	n/a	concentrate	n/a	n/a	D235	n/a	13
395.8160015128	n/a	n/a	concentrate	n/a	n/a	D238	n/a	14
396.7519952289	n/a	n/a	concentrate	n/a	n/a	D243	n/a	15
397.9040006480	n/a	n/a	concentrate	n/a	n/a	D223	n/a	16
399.0599992058	n/a	n/a	concentrate	n/a	n/a	D228	n/a	17
399.9999961189	n/a	n/a	concentrate	n/a	n/a	D221	n/a	18
401.0640016130	n/a	n/a	concentrate	n/a	n/a	D239	n/a	19
402.2279965065	n/a	n/a	concentrate	n/a	n/a	D232	n/a	20
403.2759992710	n/a	n/a	concentrate	n/a	n/a	D225	n/a	21
404.2799970440	n/a	n/a	relax	n/a	n/a	D104	n/a	22
405.2280003510	n/a	n/a	relax	n/a	n/a	DI94	n/a	23
406.2799962542	n/a	n/a	relax	n/a	n/a	D102	n/a	24
407.4399980090	n/a	n/a	relax	n/a	n/a	DI90	n/a	25
408.5160030357	n/a	n/a	relax	n/a	n/a	D111	n/a	26
409.5159976116	n/a	n/a	relax	n/a	n/a	DI94	n/a	27
410.4719972543	n/a	n/a	relax	n/a	n/a	D102	n/a	28
411.5279963545	n/a	n/a	relax	n/a	n/a	DI99	n/a	29
412.5800023160	n/a	n/a	relax	n/a	n/a	DI99	n/a	30
413.6360014162	n/a	n/a	relax	n/a	n/a	DI98	n/a	31
413.9079975269	n/a	n/a	relax	n/a	n/a	D255	n/a	32
414.7879967771	n/a	n/a	relax	n/a	n/a	D106	n/a	33
415.7839982144	n/a	n/a	getready	n/a	n/a	D173	n/a	1
416.9439999691	n/a	n/a	getready	n/a	n/a	D152	n/a	2
417.8920032761	n/a	n/a	getready	n/a	n/a	D170	n/a	3
419.0919967673	n/a	n/a	getready	n/a	n/a	D168	n/a	4
420.0320037386	n/a	n/a	getready	n/a	n/a	D175	n/a	5
421.1959986321	n/a	n/a	getready	n/a	n/a	D165	n/a	6
