name	x	y	z
E1	8.88	2.70	1.09
E2	8.88	-2.70	1.09
E3	6.02	4.46	4.37
E4	6.02	-4.46	4.37
E5	0.28	5.48	6.38
E6	0.28	-5.48	6.38
E7	-4.49	5.83	4.96
E8	-4.49	-5.83	4.96
E9	-8.61	2.74	0.24
E10	-8.61	-2.74	0.24
E11	4.13	6.40	-0.36
E12	4.13	-6.40	-0.36
E13	-1.87	7.30	-0.63
E14	-1.87	-7.30	-0.63
E15	-5.76	6.03	0.05
E16	-5.76	-6.03	0.05
E17	7.96	-0.00	5.04
E18	9.27	-0.00	-2.21
E19	-6.68	-0.00	6.47
E20	-9.00	-0.00	0.49
E21	2.42	6.52	-5.25
E22	2.42	-6.52	-5.25
E23	-2.46	6.17	-5.64
E24	-2.46	-6.17	-5.64
E25	-6.40	3.78	-5.26
E26	-6.40	-3.78	-5.26
E27	9.09	-0.00	1.33
E28	3.81	-0.00	7.89
E29	6.65	3.74	-6.53
E30	6.65	-3.74	-6.53
E31	4.52	6.12	-4.41
E32	4.52	-6.12	-4.41
