onset	duration	sample	trial_type	response_time	stim_file	value	HED	second_after_ready
63.8280013881	n/a	n/a	wait	n/a	n/a	DI34	n/a	-7
64.9919962815	n/a	n/a	wait	n/a	n/a	DI46	n/a	-6
65.9280000559	n/a	n/a	wait	n/a	n/a	DI45	n/a	-5
66.9799959592	n/a	n/a	wait	n/a	n/a	DI30	n/a	-4
68.1440009109	n/a	n/a	wait	n/a	n/a	DI34	n/a	-3
69.2040032080	n/a	n/a	wait	n/a	n/a	DI36	n/a	-2
70.1600028507	n/a	n/a	wait	n/a	n/a	DI39	n/a	-1
71.2160019509	n/a	n/a	wait	n/a	n/a	DI31	n/a	0
72.2640047154	n/a	n/a	wait	n/a	n/a	DI32	n/a	1
73.3200038157	n/a	n/a	wait	n/a	n/a	DI39	n/a	2
74.4799955121	n/a	n/a	wait	n/a	n/a	DI30	n/a	3
75.4200024835	n/a	n/a	wait	n/a	n/a	DI37	n/a	4
76.5800042382	n/a	n/a	wait	n/a	n/a	DI41	n/a	5
77.5240043483	n/a	n/a	wait	n/a	n/a	DI47	n/a	6
78.6920024387	n/a	n/a	wait	n/a	n/a	DI43	n/a	7
79.7520047358	n/a	n/a	wait	n/a	n/a	DI36	n/a	8
80.6920016489	n/a	n/a	wait	n/a	n/a	DI35	n/a	9
81.7439975522	n/a	n/a	wait	n/a	n/a	DI36	n/a	10
82.9080025039	n/a	n/a	wait	n/a	n/a	DI34	n/a	11
83.8599989495	n/a	n/a	wait	n/a	n/a	DI51	n/a	12
85.0200007043	n/a	n/a	wait	n/a	n/a	DI33	n/a	13
85.9640008143	n/a	n/a	wait	n/a	n/a	DI34	n/a	14
87.1360021017	n/a	n/a	wait	n/a	n/a	DI36	n/a	15
88.1960043988	n/a	n/a	wait	n/a	n/a	DI49	n/a	16
89.1400045089	n/a	n/a	wait	n/a	n/a	DI53	n/a	17
90.1960036091	n/a	n/a	wait	n/a	n/a	DI38	n/a	18
91.2520027093	n/a	n/a	wait	n/a	n/a	DI36	n/a	19
92.2960022769	n/a	n/a	relax	n/a	n/a	D101	n/a	20
93.4440044991	n/a	n/a	relax	n/a	n/a	DI94	n/a	21
94.3919977478	n/a	n/a	relax	n/a	n/a	DI96	n/a	22
95.5359967730	n/a	n/a	relax	n/a	n/a	D102	n/a	23
96.4760037444	n/a	n/a	relax	n/a	n/a	DI88	n/a	24
97.5519987128	n/a	n/a	relax	n/a	n/a	D110	n/a	25
98.7199968032	n/a	n/a	relax	n/a	n/a	DI95	n/a	26
99.7639963708	n/a	n/a	relax	n/a	n/a	D111	n/a	27
99.8080013624	n/a	n/a	relax	n/a	n/a	D255	n/a	28
100.8440045944	n/a	n/a	getready	n/a	n/a	D167	n/a	1
101.7919978431	n/a	n/a	getready	n/a	n/a	D169	n/a	2
102.9519995979	n/a	n/a	getready	n/a	n/a	D160	n/a	3
103.9679969034	n/a	n/a	getready	n/a	n/a	D169	n/a	4
104.9119970134	n/a	n/a	getready	n/a	n/a	D169	n/a	5
106.0719987682	n/a	n/a	getready	n/a	n/a	D166	n/a	6
107.0600038699	n/a	n/a	concentrate	n/a	n/a	D221	n/a	7
108.2199955664	n/a	n/a	concentrate	n/a	n/a	D232	n/a	8
109.1559993408	n/a	n/a	concentrate	n/a	n/a	D230	n/a	9
110.2040021054	n/a	n/a	concentrate	n/a	n/a	D231	n/a	10
111.2640044025	n/a	n/a	concentrate	n/a	n/a	D217	n/a	11
112.3080039701	n/a	n/a	concentrate	n/a	n/a	D228	n/a	12
113.3640030704	n/a	n/a	concentrate	n/a	n/a	D211	n/a	13
114.5200016282	n/a	n/a	concentrate	n/a	n/a	D241	n/a	14
115.4559953443	n/a	n/a	concentrate	n/a	n/a	D227	n/a	15
116.6120039604	n/a	n/a	concentrate	n/a	n/a	D237	n/a	16
117.5479976765	n/a	n/a	concentrate	n/a	n/a	D227	n/a	17
118.7079994313	n/a	n/a	concentrate	n/a	n/a	D227	n/a	18
119.8680011860	n/a	n/a	concentrate	n/a	n/a	D228	n/a	19
120.8040049604	n/a	n/a	concentrate	n/a	n/a	D231	n/a	20
121.9639966569	n/a	n/a	concentrate	n/a	n/a	D223	n/a	21
122.9999998889	n/a	n/a	relax	n/a	n/a	D110	n/a	22
123.9480031959	n/a	n/a	relax	n/a	n/a	D105	n/a	23
125.1160012863	n/a	n/a	relax	n/a	n/a	D103	n/a	24
126.0519950024	n/a	n/a	relax	n/a	n/a	DI99	n/a	25
127.2080036185	n/a	n/a	relax	n/a	n/a	DI95	n/a	26
128.2079981945	n/a	n/a	relax	n/a	n/a	D103	n/a	27
129.1600046984	n/a	n/a	relax	n/a	n/a	DI95	n/a	28
130.2160037986	n/a	n/a	relax	n/a	n/a	D119	n/a	29
131.3039982996	n/a	n/a	relax	n/a	n/a	DI91	n/a	30
132.4680032513	n/a	n/a	relax	n/a	n/a	D101	n/a	31
132.6920012317	n/a	n/a	relax	n/a	n/a	D255	n/a	32
133.4199996970	n/a	n/a	relax	n/a	n/a	DI99	n/a	33
134.4400001994	n/a	n/a	getready	n/a	n/a	D171	n/a	1
135.6000019542	n/a	n/a	getready	n/a	n/a	D161	n/a	2
136.5320025316	n/a	n/a	getready	n/a	n/a	D167	n/a	3
137.7400024167	n/a	n/a	getready	n/a	n/a	D158	n/a	4
138.6840025268	n/a	n/a	getready	n/a	n/a	D175	n/a	5
139.8440042815	n/a	n/a	getready	n/a	n/a	D159	n/a	6
140.8439988575	n/a	n/a	concentrate	n/a	n/a	D235	n/a	7
141.7920021645	n/a	n/a	concentrate	n/a	n/a	D241	n/a	8
142.9439975253	n/a	n/a	concentrate	n/a	n/a	D231	n/a	9
143.9960034869	n/a	n/a	concentrate	n/a	n/a	D219	n/a	10
144.9479999325	n/a	n/a	concentrate	n/a	n/a	D218	n/a	11
146.2159974805	n/a	n/a	concentrate	n/a	n/a	D227	n/a	12
147.1560044519	n/a	n/a	concentrate	n/a	n/a	D233	n/a	13
148.3159961483	n/a	n/a	concentrate	n/a	n/a	D229	n/a	14
149.2759989879	n/a	n/a	concentrate	n/a	n/a	D233	n/a	15
150.2120027623	n/a	n/a	concentrate	n/a	n/a	D235	n/a	16
151.2639986656	n/a	n/a	concentrate	n/a	n/a	D229	n/a	17
152.4199972234	n/a	n/a	concentrate	n/a	n/a	D228	n/a	18
153.5679994456	n/a	n/a	concentrate	n/a	n/a	D228	n/a	19
154.5160027525	n/a	n/a	concentrate	n/a	n/a	D223	n/a	20
155.6679981134	n/a	n/a	concentrate	n/a	n/a	D226	n/a	21
156.6400004855	n/a	n/a	relax	n/a	n/a	DI99	n/a	22
157.7959990433	n/a	n/a	relax	n/a	n/a	DI93	n/a	23
158.7479954890	n/a	n/a	relax	n/a	n/a	D105	n/a	24
159.9040041051	n/a	n/a	relax	n/a	n/a	D102	n/a	25
160.8519973538	n/a	n/a	relax	n/a	n/a	DI96	n/a	26
161.8359992585	n/a	n/a	relax	n/a	n/a	D105	n/a	27
162.9919978163	n/a	n/a	relax	n/a	n/a	D102	n/a	28
163.9280015907	n/a	n/a	relax	n/a	n/a	D100	n/a	29
165.0959996811	n/a	n/a	relax	n/a	n/a	D102	n/a	30
165.3959980539	n/a	n/a	relax	n/a	n/a	D255	n/a	31
166.0359965942	n/a	n/a	relax	n/a	n/a	D101	n/a	32
167.2799950770	n/a	n/a	getready	n/a	n/a	D160	n/a	1
168.2159988514	n/a	n/a	getready	n/a	n/a	D169	n/a	2
169.2800043455	n/a	n/a	getready	n/a	n/a	D161	n/a	3
170.3360034457	n/a	n/a	getready	n/a	n/a	D167	n/a	4
171.3839961520	n/a	n/a	getready	n/a	n/a	D168	n/a	5
172.5400047681	n/a	n/a	getready	n/a	n/a	D169	n/a	6
173.5399993441	n/a	n/a	concentrate	n/a	n/a	D222	n/a	7
174.4919957898	n/a	n/a	concentrate	n/a	n/a	D224	n/a	8
175.6560007415	n/a	n/a	concentrate	n/a	n/a	D222	n/a	9
176.5880013189	n/a	n/a	concentrate	n/a	n/a	D221	n/a	10
177.7519962124	n/a	n/a	concentrate	n/a	n/a	D229	n/a	11
178.6959963224	n/a	n/a	concentrate	n/a	n/a	D234	n/a	12
179.8480017415	n/a	n/a	concentrate	n/a	n/a	D219	n/a	13
180.7920018516	n/a	n/a	concentrate	n/a	n/a	D227	n/a	14
181.9640031389	n/a	n/a	concentrate	n/a	n/a	D231	n/a	15
183.0159990422	n/a	n/a	concentrate	n/a	n/a	D229	n/a	16
183.9559959552	n/a	n/a	concentrate	n/a	n/a	D227	n/a	17
185.0159982524	n/a	n/a	concentrate	n/a	n/a	D224	n/a	18
186.1719968102	n/a	n/a	concentrate	n/a	n/a	D227	n/a	19
187.1120037816	n/a	n/a	concentrate	n/a	n/a	D231	n/a	20
188.2719954780	n/a	n/a	concentrate	n/a	n/a	D234	n/a	21
189.2799964479	n/a	n/a	relax	n/a	n/a	D104	n/a	22
190.3560014746	n/a	n/a	relax	n/a	n/a	D110	n/a	23
191.5040036968	n/a	n/a	relax	n/a	n/a	D101	n/a	24
192.4519969455	n/a	n/a	relax	n/a	n/a	DI91	n/a	25
193.6160018972	n/a	n/a	relax	n/a	n/a	D109	n/a	26
194.6240028671	n/a	n/a	relax	n/a	n/a	DI96	n/a	27
195.5599965832	n/a	n/a	relax	n/a	n/a	D102	n/a	28
196.7159951410	n/a	n/a	relax	n/a	n/a	D102	n/a	29
197.6479957185	n/a	n/a	relax	n/a	n/a	D107	n/a	30
198.8120006702	n/a	n/a	relax	n/a	n/a	D103	n/a	31
199.7560007802	n/a	n/a	relax	n/a	n/a	DI98	n/a	32
200.9160025350	n/a	n/a	relax	n/a	n/a	DI95	n/a	33
201.1800023100	n/a	n/a	relax	n/a	n/a	D255	n/a	34
201.8880049071	n/a	n/a	relax	n/a	n/a	DI95	n/a	35
203.0719956688	n/a	n/a	getready	n/a	n/a	D178	n/a	1
204.0199989758	n/a	n/a	getready	n/a	n/a	D160	n/a	2
205.1960034600	n/a	n/a	getready	n/a	n/a	D166	n/a	3
206.1719989709	n/a	n/a	getready	n/a	n/a	D176	n/a	4
207.2279980711	n/a	n/a	getready	n/a	n/a	D169	n/a	5
208.1640018455	n/a	n/a	getready	n/a	n/a	D158	n/a	6
209.2759954116	n/a	n/a	concentrate	n/a	n/a	D241	n/a	7
210.3320045701	n/a	n/a	concentrate	n/a	n/a	D227	n/a	8
211.3880036703	n/a	n/a	concentrate	n/a	n/a	D232	n/a	9
212.5479953668	n/a	n/a	concentrate	n/a	n/a	D224	n/a	10
213.5240009359	n/a	n/a	concentrate	n/a	n/a	D232	n/a	11
214.6840026907	n/a	n/a	concentrate	n/a	n/a	D234	n/a	12
215.6239996037	n/a	n/a	concentrate	n/a	n/a	D232	n/a	13
216.7919976941	n/a	n/a	concentrate	n/a	n/a	D226	n/a	14
217.7320046655	n/a	n/a	concentrate	n/a	n/a	D235	n/a	15
218.8959995589	n/a	n/a	concentrate	n/a	n/a	D237	n/a	16
219.8320033333	n/a	n/a	concentrate	n/a	n/a	D228	n/a	17
220.9880018911	n/a	n/a	concentrate	n/a	n/a	D236	n/a	18
222.0320014588	n/a	n/a	concentrate	n/a	n/a	D229	n/a	19
222.9679951749	n/a	n/a	concentrate	n/a	n/a	D218	n/a	20
224.0120048008	n/a	n/a	concentrate	n/a	n/a	D231	n/a	21
225.2280010215	n/a	n/a	relax	n/a	n/a	D104	n/a	22
226.1600015990	n/a	n/a	relax	n/a	n/a	DI95	n/a	23
227.3200033537	n/a	n/a	relax	n/a	n/a	D103	n/a	24
228.2480007342	n/a	n/a	relax	n/a	n/a	DI97	n/a	25
229.3119961700	n/a	n/a	relax	n/a	n/a	D105	n/a	26
230.3400030664	n/a	n/a	relax	n/a	n/a	DI98	n/a	27
231.5080011568	n/a	n/a	relax	n/a	n/a	D106	n/a	28
232.4560044638	n/a	n/a	relax	n/a	n/a	D101	n/a	29
233.6159961603	n/a	n/a	relax	n/a	n/a	D112	n/a	30
234.5080050013	n/a	n/a	relax	n/a	n/a	D255	n/a	31
234.5759989998	n/a	n/a	relax	n/a	n/a	DI93	n/a	32
235.7760025493	n/a	n/a	getready	n/a	n/a	D164	n/a	1
236.7159994624	n/a	n/a	getready	n/a	n/a	D162	n/a	2
237.8839975528	n/a	n/a	getready	n/a	n/a	D172	n/a	3
238.8799989901	n/a	n/a	getready	n/a	n/a	D168	n/a	4
239.8239991001	n/a	n/a	getready	n/a	n/a	D176	n/a	5
240.9880040518	n/a	n/a	getready	n/a	n/a	D166	n/a	6
241.9839954308	n/a	n/a	concentrate	n/a	n/a	D222	n/a	7
243.1439971856	n/a	n/a	concentrate	n/a	n/a	D219	n/a	8
244.0879972956	n/a	n/a	concentrate	n/a	n/a	D227	n/a	9
245.2479990504	n/a	n/a	concentrate	n/a	n/a	D225	n/a	10
246.2119950286	n/a	n/a	concentrate	n/a	n/a	D239	n/a	11
247.2760005227	n/a	n/a	concentrate	n/a	n/a	D219	n/a	12
248.2439996979	n/a	n/a	concentrate	n/a	n/a	D237	n/a	13
249.2959956012	n/a	n/a	concentrate	n/a	n/a	D230	n/a	14
250.3480015627	n/a	n/a	concentrate	n/a	n/a	D232	n/a	15
251.4279997281	n/a	n/a	concentrate	n/a	n/a	D237	n/a	16
252.5760019503	n/a	n/a	concentrate	n/a	n/a	D237	n/a	17
253.5080025277	n/a	n/a	concentrate	n/a	n/a	D228	n/a	18
254.6719974211	n/a	n/a	concentrate	n/a	n/a	D235	n/a	19
255.6240039251	n/a	n/a	concentrate	n/a	n/a	D237	n/a	20
256.7920020155	n/a	n/a	concentrate	n/a	n/a	D226	n/a	21
257.7919965914	n/a	n/a	relax	n/a	n/a	D108	n/a	22
258.9600047401	n/a	n/a	relax	n/a	n/a	D106	n/a	23
260.0160038403	n/a	n/a	relax	n/a	n/a	D101	n/a	24
260.9560007534	n/a	n/a	relax	n/a	n/a	DI92	n/a	25
262.0160030506	n/a	n/a	relax	n/a	n/a	D100	n/a	26
262.9960017583	n/a	n/a	relax	n/a	n/a	D107	n/a	27
264.1560035131	n/a	n/a	relax	n/a	n/a	D111	n/a	28
265.1000036231	n/a	n/a	relax	n/a	n/a	D107	n/a	29
266.2639985166	n/a	n/a	relax	n/a	n/a	D112	n/a	30
267.2240013561	n/a	n/a	relax	n/a	n/a	DI93	n/a	31
268.2759972594	n/a	n/a	relax	n/a	n/a	DI98	n/a	32
268.6279969594	n/a	n/a	relax	n/a	n/a	D255	n/a	33
269.3479990891	n/a	n/a	relax	n/a	n/a	DI97	n/a	34
270.5480026386	n/a	n/a	getready	n/a	n/a	D170	n/a	1
271.5959953449	n/a	n/a	getready	n/a	n/a	D163	n/a	2
272.5480018488	n/a	n/a	getready	n/a	n/a	D164	n/a	3
273.5639991543	n/a	n/a	getready	n/a	n/a	D164	n/a	4
274.7360004417	n/a	n/a	getready	n/a	n/a	D164	n/a	5
275.6759973547	n/a	n/a	getready	n/a	n/a	D172	n/a	6
276.8520018390	n/a	n/a	concentrate	n/a	n/a	D228	n/a	7
277.7840024165	n/a	n/a	concentrate	n/a	n/a	D220	n/a	8
278.9400009743	n/a	n/a	concentrate	n/a	n/a	D226	n/a	9
279.8720015517	n/a	n/a	concentrate	n/a	n/a	D228	n/a	10
281.0320033065	n/a	n/a	concentrate	n/a	n/a	D237	n/a	11
282.0000024817	n/a	n/a	concentrate	n/a	n/a	D221	n/a	12
283.1639973751	n/a	n/a	concentrate	n/a	n/a	D219	n/a	13
284.1000011495	n/a	n/a	concentrate	n/a	n/a	D233	n/a	14
285.2600029043	n/a	n/a	concentrate	n/a	n/a	D230	n/a	15
286.2280020795	n/a	n/a	concentrate	n/a	n/a	D224	n/a	16
287.3080002449	n/a	n/a	concentrate	n/a	n/a	D225	n/a	17
288.3599961481	n/a	n/a	concentrate	n/a	n/a	D226	n/a	18
289.3159957907	n/a	n/a	concentrate	n/a	n/a	D237	n/a	19
290.3960040144	n/a	n/a	concentrate	n/a	n/a	D236	n/a	20
291.5400030396	n/a	n/a	concentrate	n/a	n/a	D236	n/a	21
292.5480040095	n/a	n/a	relax	n/a	n/a	DI99	n/a	22
293.6040031097	n/a	n/a	relax	n/a	n/a	D107	n/a	23
294.7559984705	n/a	n/a	relax	n/a	n/a	D101	n/a	24
295.7080049745	n/a	n/a	relax	n/a	n/a	D106	n/a	25
296.8679966710	n/a	n/a	relax	n/a	n/a	DI92	n/a	26
297.8840040348	n/a	n/a	relax	n/a	n/a	D101	n/a	27
298.8280041448	n/a	n/a	relax	n/a	n/a	DI98	n/a	28
299.9840027026	n/a	n/a	relax	n/a	n/a	D101	n/a	29
300.9239996157	n/a	n/a	relax	n/a	n/a	DI99	n/a	30
302.0880045674	n/a	n/a	relax	n/a	n/a	DI97	n/a	31
303.0239982835	n/a	n/a	relax	n/a	n/a	DI97	n/a	32
304.1840000383	n/a	n/a	relax	n/a	n/a	D104	n/a	33
305.1280001483	n/a	n/a	relax	n/a	n/a	D103	n/a	34
306.2799955091	n/a	n/a	relax	n/a	n/a	DI95	n/a	35
306.5800039402	n/a	n/a	relax	n/a	n/a	D255	n/a	36
307.3440010033	n/a	n/a	relax	n/a	n/a	DI94	n/a	37
308.3520019732	n/a	n/a	getready	n/a	n/a	D159	n/a	1
309.3919983438	n/a	n/a	getready	n/a	n/a	D170	n/a	2
310.5520000986	n/a	n/a	getready	n/a	n/a	D172	n/a	3
311.5600010685	n/a	n/a	getready	n/a	n/a	D164	n/a	4
312.5080043755	n/a	n/a	getready	n/a	n/a	D161	n/a	5
313.6679960719	n/a	n/a	getready	n/a	n/a	D174	n/a	6
314.6639975092	n/a	n/a	concentrate	n/a	n/a	D226	n/a	7
315.8199960670	n/a	n/a	concentrate	n/a	n/a	D223	n/a	8
316.7639961771	n/a	n/a	concentrate	n/a	n/a	D229	n/a	9
317.8119989417	n/a	n/a	concentrate	n/a	n/a	D219	n/a	10
318.9640043608	n/a	n/a	concentrate	n/a	n/a	D229	n/a	11
319.9080044708	n/a	n/a	concentrate	n/a	n/a	D240	n/a	12
321.0719993643	n/a	n/a	concentrate	n/a	n/a	D234	n/a	13
322.0080031387	n/a	n/a	concentrate	n/a	n/a	D227	n/a	14
323.1640016965	n/a	n/a	concentrate	n/a	n/a	D231	n/a	15
324.0960022739	n/a	n/a	concentrate	n/a	n/a	D237	n/a	16
325.2560040287	n/a	n/a	concentrate	n/a	n/a	D228	n/a	17
326.2039972774	n/a	n/a	concentrate	n/a	n/a	D224	n/a	18
327.3560026965	n/a	n/a	concentrate	n/a	n/a	D243	n/a	19
328.4120017967	n/a	n/a	concentrate	n/a	n/a	D223	n/a	20
329.3639982424	n/a	n/a	concentrate	n/a	n/a	D226	n/a	21
330.5920040540	n/a	n/a	relax	n/a	n/a	D104	n/a	22
331.5440004996	n/a	n/a	relax	n/a	n/a	D100	n/a	23
332.6959958605	n/a	n/a	relax	n/a	n/a	DI93	n/a	24
333.6240032992	n/a	n/a	relax	n/a	n/a	DI97	n/a	25
334.7879981927	n/a	n/a	relax	n/a	n/a	D108	n/a	26
335.7720000974	n/a	n/a	relax	n/a	n/a	DI91	n/a	27
336.8279991976	n/a	n/a	relax	n/a	n/a	D104	n/a	28
337.9839977554	n/a	n/a	relax	n/a	n/a	D113	n/a	29
338.9200015298	n/a	n/a	relax	n/a	n/a	D110	n/a	30
340.0800032846	n/a	n/a	relax	n/a	n/a	D100	n/a	31
341.0240033946	n/a	n/a	relax	n/a	n/a	D101	n/a	32
342.1879982880	n/a	n/a	relax	n/a	n/a	DI95	n/a	33
342.7559996328	n/a	n/a	relax	n/a	n/a	D255	n/a	34
343.1480011276	n/a	n/a	relax	n/a	n/a	DI99	n/a	35
344.1320030323	n/a	n/a	getready	n/a	n/a	D158	n/a	1
345.3000011227	n/a	n/a	getready	n/a	n/a	D182	n/a	2
346.2399980358	n/a	n/a	getready	n/a	n/a	D168	n/a	3
347.3800039223	n/a	n/a	getready	n/a	n/a	D170	n/a	4
348.5279960862	n/a	n/a	getready	n/a	n/a	D163	n/a	5
349.4680030576	n/a	n/a	getready	n/a	n/a	D175	n/a	6
350.4439985684	n/a	n/a	concentrate	n/a	n/a	D230	n/a	7
351.6040003232	n/a	n/a	concentrate	n/a	n/a	D227	n/a	8
352.7599988810	n/a	n/a	concentrate	n/a	n/a	D230	n/a	9
353.7080021880	n/a	n/a	concentrate	n/a	n/a	D241	n/a	10
354.6439959041	n/a	n/a	concentrate	n/a	n/a	D224	n/a	11
355.8000045202	n/a	n/a	concentrate	n/a	n/a	D227	n/a	12
356.7680036954	n/a	n/a	concentrate	n/a	n/a	D233	n/a	13
357.9400049827	n/a	n/a	concentrate	n/a	n/a	D224	n/a	14
358.8719955019	n/a	n/a	concentrate	n/a	n/a	D228	n/a	15
360.0280041180	n/a	n/a	concentrate	n/a	n/a	D230	n/a	16
361.0720036856	n/a	n/a	concentrate	n/a	n/a	D222	n/a	17
362.0160037956	n/a	n/a	concentrate	n/a	n/a	D225	n/a	18
363.1679991565	n/a	n/a	concentrate	n/a	n/a	D237	n/a	19
364.3280009112	n/a	n/a	concentrate	n/a	n/a	D233	n/a	20
365.2840005538	n/a	n/a	concentrate	n/a	n/a	D232	n/a	21
366.2759987942	n/a	n/a	relax	n/a	n/a	DI95	n/a	22
367.3400042883	n/a	n/a	relax	n/a	n/a	DI86	n/a	23
368.3960033885	n/a	n/a	relax	n/a	n/a	D112	n/a	24
369.5599982820	n/a	n/a	relax	n/a	n/a	DI94	n/a	25
370.6159973822	n/a	n/a	relax	n/a	n/a	D111	n/a	26
371.6320047460	n/a	n/a	relax	n/a	n/a	D104	n/a	27
372.5840011916	n/a	n/a	relax	n/a	n/a	DI91	n/a	28
373.7560024790	n/a	n/a	relax	n/a	n/a	DI89	n/a	29
374.7079989246	n/a	n/a	relax	n/a	n/a	D102	n/a	30
375.8759970150	n/a	n/a	relax	n/a	n/a	D101	n/a	31
376.8120007894	n/a	n/a	relax	n/a	n/a	DI97	n/a	32
377.9840020767	n/a	n/a	relax	n/a	n/a	DI96	n/a	33
379.0479975126	n/a	n/a	relax	n/a	n/a	D104	n/a	34
379.9919976226	n/a	n/a	relax	n/a	n/a	D102	n/a	35
381.1440030417	n/a	n/a	relax	n/a	n/a	D108	n/a	36
382.0799967579	n/a	n/a	relax	n/a	n/a	D108	n/a	37
382.5160032443	n/a	n/a	relax	n/a	n/a	D255	n/a	38
383.2399985126	n/a	n/a	relax	n/a	n/a	DI95	n/a	39
384.2199972204	n/a	n/a	getready	n/a	n/a	D155	n/a	1
385.3720026395	n/a	n/a	getready	n/a	n/a	D163	n/a	2
386.3239990852	n/a	n/a	getready	n/a	n/a	D174	n/a	3
387.3960009149	n/a	n/a	getready	n/a	n/a	D160	n/a	4
388.5519994727	n/a	n/a	getready	n/a	n/a	D167	n/a	5
389.4919963858	n/a	n/a	getready	n/a	n/a	D171	n/a	6
390.6759972057	n/a	n/a	concentrate	n/a	n/a	D236	n/a	7
391.6199973158	n/a	n/a	concentrate	n/a	n/a	D228	n/a	8
392.7879954062	n/a	n/a	concentrate	n/a	n/a	D224	n/a	9
393.7359987131	n/a	n/a	concentrate	n/a	n/a	D228	n/a	10
394.8880041323	n/a	n/a	concentrate	n/a	n/a	D231	n/a	11
395.8280010453	n/a	n/a	concentrate	n/a	n/a	D224	n/a	12
396.7960002205	n/a	n/a	concentrate	n/a	n/a	D247	n/a	13
398.0759973011	n/a	n/a	concentrate	n/a	n/a	D223	n/a	14
399.0240006081	n/a	n/a	concentrate	n/a	n/a	D240	n/a	15
399.9600043825	n/a	n/a	concentrate	n/a	n/a	D233	n/a	16
401.1160029403	n/a	n/a	concentrate	n/a	n/a	D228	n/a	17
402.2679983011	n/a	n/a	concentrate	n/a	n/a	D229	n/a	18
403.2040020756	n/a	n/a	concentrate	n/a	n/a	D227	n/a	19
404.3640038303	n/a	n/a	concentrate	n/a	n/a	D227	n/a	20
405.3279998085	n/a	n/a	concentrate	n/a	n/a	D229	n/a	21
406.3599998436	n/a	n/a	relax	n/a	n/a	DI89	n/a	22
407.4399980090	n/a	n/a	relax	n/a	n/a	D104	n/a	23
408.5880002311	n/a	n/a	relax	n/a	n/a	DI97	n/a	24
409.5399966768	n/a	n/a	relax	n/a	n/a	DI94	n/a	25
410.6999984316	n/a	n/a	relax	n/a	n/a	D105	n/a	26
411.6919966719	n/a	n/a	relax	n/a	n/a	D101	n/a	27
412.6399999789	n/a	n/a	relax	n/a	n/a	D103	n/a	28
413.7959985367	n/a	n/a	relax	n/a	n/a	D104	n/a	29
414.7320023111	n/a	n/a	relax	n/a	n/a	DI92	n/a	30
415.7360000840	n/a	n/a	relax	n/a	n/a	D255	n/a	31
415.9040035985	n/a	n/a	relax	n/a	n/a	DI94	n/a	32
416.9240041009	n/a	n/a	getready	n/a	n/a	D156	n/a	1
418.0879989944	n/a	n/a	getready	n/a	n/a	D162	n/a	2
419.0279959074	n/a	n/a	getready	n/a	n/a	D165	n/a	3
420.0320037386	n/a	n/a	getready	n/a	n/a	D179	n/a	4
421.0760033063	n/a	n/a	getready	n/a	n/a	D160	n/a	5
422.2359950027	n/a	n/a	getready	n/a	n/a	D160	n/a	6
423.2240001044	n/a	n/a	concentrate	n/a	n/a	D234	n/a	7
424.3879949979	n/a	n/a	concentrate	n/a	n/a	D231	n/a	8
