onset	duration	sample	trial_type	response_time	stim_file	value	HED	second_after_ready
21.9600027732	n/a	n/a	wait	n/a	n/a	DI31	n/a	-39
22.3199988089	n/a	n/a	wait	n/a	n/a	DI40	n/a	-38
23.4800005636	n/a	n/a	wait	n/a	n/a	DI42	n/a	-37
24.5280033282	n/a	n/a	wait	n/a	n/a	DI37	n/a	-36
25.4720034382	n/a	n/a	wait	n/a	n/a	DI42	n/a	-35
26.6359983317	n/a	n/a	wait	n/a	n/a	DI39	n/a	-34
27.5799984417	n/a	n/a	wait	n/a	n/a	DI33	n/a	-33
28.7440033934	n/a	n/a	wait	n/a	n/a	DI49	n/a	-32
29.6880035034	n/a	n/a	wait	n/a	n/a	DI31	n/a	-31
30.8440020612	n/a	n/a	wait	n/a	n/a	DI34	n/a	-30
31.9920042834	n/a	n/a	wait	n/a	n/a	DI44	n/a	-29
32.9320011965	n/a	n/a	wait	n/a	n/a	DI42	n/a	-28
34.0800034187	n/a	n/a	wait	n/a	n/a	DI41	n/a	-27
35.0240035287	n/a	n/a	wait	n/a	n/a	DI34	n/a	-26
36.1759988896	n/a	n/a	wait	n/a	n/a	DI36	n/a	-25
37.1079994670	n/a	n/a	wait	n/a	n/a	DI51	n/a	-24
38.2639980248	n/a	n/a	wait	n/a	n/a	DI47	n/a	-23
39.2120013318	n/a	n/a	wait	n/a	n/a	DI28	n/a	-22
40.2720036290	n/a	n/a	wait	n/a	n/a	DI36	n/a	-21
41.3160031966	n/a	n/a	wait	n/a	n/a	DI28	n/a	-20
42.4880044839	n/a	n/a	wait	n/a	n/a	DI42	n/a	-19
43.4359977326	n/a	n/a	wait	n/a	n/a	DI38	n/a	-18
44.6439976177	n/a	n/a	wait	n/a	n/a	DI39	n/a	-17
45.6040004573	n/a	n/a	wait	n/a	n/a	DI41	n/a	-16
46.5559969029	n/a	n/a	wait	n/a	n/a	DI30	n/a	-15
47.7080023221	n/a	n/a	wait	n/a	n/a	DI41	n/a	-14
48.6559955708	n/a	n/a	wait	n/a	n/a	DI36	n/a	-13
49.8159973255	n/a	n/a	wait	n/a	n/a	DI31	n/a	-12
50.7640006325	n/a	n/a	wait	n/a	n/a	DI42	n/a	-11
51.9199991903	n/a	n/a	wait	n/a	n/a	DI29	n/a	-10
52.9680019549	n/a	n/a	wait	n/a	n/a	DI28	n/a	-9
54.1319968483	n/a	n/a	wait	n/a	n/a	DI26	n/a	-8
55.1799996129	n/a	n/a	wait	n/a	n/a	DI35	n/a	-7
56.1319960586	n/a	n/a	wait	n/a	n/a	DI32	n/a	-6
57.1960015527	n/a	n/a	wait	n/a	n/a	DI44	n/a	-5
58.1400016627	n/a	n/a	wait	n/a	n/a	DI29	n/a	-4
59.2039970986	n/a	n/a	wait	n/a	n/a	DI41	n/a	-3
60.2839952639	n/a	n/a	wait	n/a	n/a	DI42	n/a	-2
61.3280048898	n/a	n/a	wait	n/a	n/a	DI37	n/a	-1
62.4840034477	n/a	n/a	wait	n/a	n/a	DI34	n/a	0
63.4280035577	n/a	n/a	wait	n/a	n/a	DI41	n/a	1
64.5879952542	n/a	n/a	wait	n/a	n/a	DI26	n/a	2
65.5199958316	n/a	n/a	wait	n/a	n/a	DI34	n/a	3
66.6760044477	n/a	n/a	wait	n/a	n/a	DI38	n/a	4
67.6200045577	n/a	n/a	wait	n/a	n/a	DI28	n/a	5
68.7799962542	n/a	n/a	wait	n/a	n/a	DI43	n/a	6
69.9320016733	n/a	n/a	wait	n/a	n/a	DI46	n/a	7
70.8679953895	n/a	n/a	wait	n/a	n/a	DI47	n/a	8
72.0240040056	n/a	n/a	wait	n/a	n/a	DI38	n/a	9
72.9599977217	n/a	n/a	wait	n/a	n/a	DI37	n/a	10
74.1159962795	n/a	n/a	wait	n/a	n/a	DI31	n/a	11
75.0599963895	n/a	n/a	wait	n/a	n/a	DI37	n/a	12
76.2280045382	n/a	n/a	wait	n/a	n/a	DI34	n/a	13
77.1759977869	n/a	n/a	wait	n/a	n/a	DI46	n/a	14
78.2319968871	n/a	n/a	wait	n/a	n/a	DI44	n/a	15
79.2759964547	n/a	n/a	wait	n/a	n/a	DI29	n/a	16
80.3479982845	n/a	n/a	wait	n/a	n/a	DI33	n/a	17
81.5080000392	n/a	n/a	wait	n/a	n/a	DI27	n/a	18
82.5119978122	n/a	n/a	relax	n/a	n/a	D103	n/a	19
83.4559979222	n/a	n/a	relax	n/a	n/a	DI95	n/a	20
84.6200028739	n/a	n/a	relax	n/a	n/a	D100	n/a	21
85.5640029839	n/a	n/a	relax	n/a	n/a	D103	n/a	22
86.7159983448	n/a	n/a	relax	n/a	n/a	DI97	n/a	23
87.7599979124	n/a	n/a	relax	n/a	n/a	D118	n/a	24
88.6960016868	n/a	n/a	relax	n/a	n/a	DI99	n/a	25
89.7040026567	n/a	n/a	relax	n/a	n/a	D255	n/a	26
89.8639997772	n/a	n/a	relax	n/a	n/a	DI88	n/a	27
90.9279952130	n/a	n/a	getready	n/a	n/a	D171	n/a	1
91.9800011746	n/a	n/a	getready	n/a	n/a	D159	n/a	2
92.9240012846	n/a	n/a	getready	n/a	n/a	D163	n/a	3
93.9919999174	n/a	n/a	getready	n/a	n/a	D155	n/a	4
95.1439952782	n/a	n/a	getready	n/a	n/a	D159	n/a	5
96.0840022496	n/a	n/a	getready	n/a	n/a	D163	n/a	6
97.2839957408	n/a	n/a	concentrate	n/a	n/a	D234	n/a	7
98.2520049742	n/a	n/a	concentrate	n/a	n/a	D220	n/a	8
99.3279999427	n/a	n/a	concentrate	n/a	n/a	D218	n/a	9
100.4799953035	n/a	n/a	concentrate	n/a	n/a	D231	n/a	10
101.4239954135	n/a	n/a	concentrate	n/a	n/a	D227	n/a	11
102.5839971683	n/a	n/a	concentrate	n/a	n/a	D223	n/a	12
103.5200009427	n/a	n/a	concentrate	n/a	n/a	D235	n/a	13
104.5640005103	n/a	n/a	concentrate	n/a	n/a	D226	n/a	14
105.7199990681	n/a	n/a	concentrate	n/a	n/a	D226	n/a	15
106.6519996456	n/a	n/a	concentrate	n/a	n/a	D221	n/a	16
107.8120014004	n/a	n/a	concentrate	n/a	n/a	D236	n/a	17
108.7479951165	n/a	n/a	concentrate	n/a	n/a	D227	n/a	18
109.9160032651	n/a	n/a	concentrate	n/a	n/a	D229	n/a	19
110.8600033752	n/a	n/a	concentrate	n/a	n/a	D238	n/a	20
112.0239982686	n/a	n/a	concentrate	n/a	n/a	D234	n/a	21
113.0600015006	n/a	n/a	relax	n/a	n/a	D101	n/a	22
113.9999984137	n/a	n/a	relax	n/a	n/a	D106	n/a	23
115.1520038328	n/a	n/a	relax	n/a	n/a	D105	n/a	24
116.1960034004	n/a	n/a	relax	n/a	n/a	D102	n/a	25
117.1400035105	n/a	n/a	relax	n/a	n/a	DI95	n/a	26
118.2320012084	n/a	n/a	relax	n/a	n/a	D102	n/a	27
119.2800039730	n/a	n/a	relax	n/a	n/a	D108	n/a	28
120.4399956695	n/a	n/a	relax	n/a	n/a	DI96	n/a	29
121.3839957795	n/a	n/a	relax	n/a	n/a	D110	n/a	30
122.5400043956	n/a	n/a	relax	n/a	n/a	DI97	n/a	31
123.4840045056	n/a	n/a	relax	n/a	n/a	D102	n/a	32
124.6439962021	n/a	n/a	relax	n/a	n/a	D101	n/a	33
125.5799999765	n/a	n/a	relax	n/a	n/a	DI96	n/a	34
126.7359985343	n/a	n/a	relax	n/a	n/a	D102	n/a	35
127.6840018413	n/a	n/a	relax	n/a	n/a	D110	n/a	36
128.8359972022	n/a	n/a	relax	n/a	n/a	DI99	n/a	37
128.9519993893	n/a	n/a	relax	n/a	n/a	D255	n/a	38
129.7919968448	n/a	n/a	relax	n/a	n/a	DI95	n/a	39
131.0080031238	n/a	n/a	getready	n/a	n/a	D165	n/a	1
131.9480000368	n/a	n/a	getready	n/a	n/a	D178	n/a	2
133.1320008568	n/a	n/a	getready	n/a	n/a	D169	n/a	3
134.1440050236	n/a	n/a	getready	n/a	n/a	D176	n/a	4
135.0840019367	n/a	n/a	getready	n/a	n/a	D157	n/a	5
136.2479968301	n/a	n/a	getready	n/a	n/a	D162	n/a	6
137.2480014644	n/a	n/a	concentrate	n/a	n/a	D233	n/a	7
138.2879978350	n/a	n/a	concentrate	n/a	n/a	D227	n/a	8
139.3360005996	n/a	n/a	concentrate	n/a	n/a	D248	n/a	9
140.4840028218	n/a	n/a	concentrate	n/a	n/a	D243	n/a	10
141.4280029318	n/a	n/a	concentrate	n/a	n/a	D240	n/a	11
142.5840014896	n/a	n/a	concentrate	n/a	n/a	D227	n/a	12
143.5239984027	n/a	n/a	concentrate	n/a	n/a	D236	n/a	13
144.6880033544	n/a	n/a	concentrate	n/a	n/a	D237	n/a	14
145.6200039319	n/a	n/a	concentrate	n/a	n/a	D230	n/a	15
146.7760024897	n/a	n/a	concentrate	n/a	n/a	D233	n/a	16
147.7119962058	n/a	n/a	concentrate	n/a	n/a	D228	n/a	17
148.8719979606	n/a	n/a	concentrate	n/a	n/a	D238	n/a	18
149.8200012676	n/a	n/a	concentrate	n/a	n/a	D223	n/a	19
150.9800030223	n/a	n/a	concentrate	n/a	n/a	D247	n/a	20
151.9279962710	n/a	n/a	concentrate	n/a	n/a	D225	n/a	21
153.1599952213	n/a	n/a	relax	n/a	n/a	DI99	n/a	22
154.1000021926	n/a	n/a	relax	n/a	n/a	DI99	n/a	23
155.2560007504	n/a	n/a	relax	n/a	n/a	D108	n/a	24
156.1959976635	n/a	n/a	relax	n/a	n/a	DI98	n/a	25
157.2480036250	n/a	n/a	relax	n/a	n/a	DI90	n/a	26
158.2640009305	n/a	n/a	relax	n/a	n/a	D108	n/a	27
159.3279963664	n/a	n/a	relax	n/a	n/a	D112	n/a	28
160.4920013181	n/a	n/a	relax	n/a	n/a	D113	n/a	29
161.4439977638	n/a	n/a	relax	n/a	n/a	D106	n/a	30
162.5919999859	n/a	n/a	relax	n/a	n/a	D108	n/a	31
163.5280037603	n/a	n/a	relax	n/a	n/a	DI97	n/a	32
164.6919986538	n/a	n/a	relax	n/a	n/a	DI99	n/a	33
165.6359987638	n/a	n/a	relax	n/a	n/a	DI93	n/a	34
166.7880041829	n/a	n/a	relax	n/a	n/a	D100	n/a	35
167.6879993013	n/a	n/a	relax	n/a	n/a	D255	n/a	36
167.7599964968	n/a	n/a	relax	n/a	n/a	DI96	n/a	37
168.9520037106	n/a	n/a	getready	n/a	n/a	D169	n/a	1
169.8920006237	n/a	n/a	getready	n/a	n/a	D167	n/a	2
171.0439959846	n/a	n/a	getready	n/a	n/a	D167	n/a	3
172.0480038158	n/a	n/a	getready	n/a	n/a	D177	n/a	4
172.9839975319	n/a	n/a	getready	n/a	n/a	D173	n/a	5
174.1360029510	n/a	n/a	getready	n/a	n/a	D166	n/a	6
175.1520002565	n/a	n/a	concentrate	n/a	n/a	D234	n/a	7
176.3079988143	n/a	n/a	concentrate	n/a	n/a	D238	n/a	8
177.2440025887	n/a	n/a	concentrate	n/a	n/a	D236	n/a	9
178.2919952950	n/a	n/a	concentrate	n/a	n/a	D235	n/a	10
179.3480044535	n/a	n/a	concentrate	n/a	n/a	D236	n/a	11
180.4119998894	n/a	n/a	concentrate	n/a	n/a	D232	n/a	12
181.5639952502	n/a	n/a	concentrate	n/a	n/a	D233	n/a	13
182.4999990246	n/a	n/a	concentrate	n/a	n/a	D242	n/a	14
183.6520044438	n/a	n/a	concentrate	n/a	n/a	D236	n/a	15
184.5879981599	n/a	n/a	concentrate	n/a	n/a	D224	n/a	16
185.7479999146	n/a	n/a	concentrate	n/a	n/a	D219	n/a	17
186.6960032216	n/a	n/a	concentrate	n/a	n/a	D228	n/a	18
187.8560049764	n/a	n/a	concentrate	n/a	n/a	D236	n/a	19
188.8039982251	n/a	n/a	concentrate	n/a	n/a	D241	n/a	20
189.9680031768	n/a	n/a	concentrate	n/a	n/a	D233	n/a	21
190.9720009497	n/a	n/a	relax	n/a	n/a	D103	n/a	22
192.0119973204	n/a	n/a	relax	n/a	n/a	DI98	n/a	23
193.1839986078	n/a	n/a	relax	n/a	n/a	DI93	n/a	24
194.2320013723	n/a	n/a	relax	n/a	n/a	DI97	n/a	25
195.1640019498	n/a	n/a	relax	n/a	n/a	DI99	n/a	26
196.2600028447	n/a	n/a	relax	n/a	n/a	D101	n/a	27
197.3079955510	n/a	n/a	relax	n/a	n/a	D104	n/a	28
198.3519951186	n/a	n/a	relax	n/a	n/a	DI91	n/a	29
199.5080037347	n/a	n/a	relax	n/a	n/a	DI93	n/a	30
200.4520038447	n/a	n/a	relax	n/a	n/a	D104	n/a	31
201.6080024025	n/a	n/a	relax	n/a	n/a	DI97	n/a	32
202.5520025126	n/a	n/a	relax	n/a	n/a	DI97	n/a	33
203.7080010704	n/a	n/a	relax	n/a	n/a	D104	n/a	34
203.9559981159	n/a	n/a	relax	n/a	n/a	D255	n/a	35
204.6680039099	n/a	n/a	relax	n/a	n/a	D110	n/a	36
205.6720016829	n/a	n/a	getready	n/a	n/a	D171	n/a	1
206.8399997733	n/a	n/a	getready	n/a	n/a	D167	n/a	2
207.7880030802	n/a	n/a	getready	n/a	n/a	D176	n/a	3
209.0080024979	n/a	n/a	getready	n/a	n/a	D175	n/a	4
209.9559957466	n/a	n/a	getready	n/a	n/a	D162	n/a	5
211.1080011657	n/a	n/a	getready	n/a	n/a	D165	n/a	6
212.0920030705	n/a	n/a	concentrate	n/a	n/a	D235	n/a	7
213.2439984313	n/a	n/a	concentrate	n/a	n/a	D236	n/a	8
214.1999980739	n/a	n/a	concentrate	n/a	n/a	D226	n/a	9
215.1679972491	n/a	n/a	concentrate	n/a	n/a	D231	n/a	10
216.3320022008	n/a	n/a	concentrate	n/a	n/a	D228	n/a	11
217.2719991139	n/a	n/a	concentrate	n/a	n/a	D235	n/a	12
218.3440009437	n/a	n/a	concentrate	n/a	n/a	D218	n/a	13
219.5040026984	n/a	n/a	concentrate	n/a	n/a	D224	n/a	14
220.4439996115	n/a	n/a	concentrate	n/a	n/a	D232	n/a	15
221.5999981693	n/a	n/a	concentrate	n/a	n/a	D227	n/a	16
222.5399950824	n/a	n/a	concentrate	n/a	n/a	D237	n/a	17
223.5879978470	n/a	n/a	concentrate	n/a	n/a	D226	n/a	18
224.7360000691	n/a	n/a	concentrate	n/a	n/a	D226	n/a	19
225.6759969822	n/a	n/a	concentrate	n/a	n/a	D242	n/a	20
226.8359987370	n/a	n/a	concentrate	n/a	n/a	D233	n/a	21
227.8159974447	n/a	n/a	relax	n/a	n/a	D103	n/a	22
228.9759991995	n/a	n/a	relax	n/a	n/a	DI97	n/a	23
230.0360014967	n/a	n/a	relax	n/a	n/a	D106	n/a	24
230.9840048037	n/a	n/a	relax	n/a	n/a	DI98	n/a	25
232.1400033615	n/a	n/a	relax	n/a	n/a	D111	n/a	26
233.0480048738	n/a	n/a	relax	n/a	n/a	D109	n/a	27
234.2079965702	n/a	n/a	relax	n/a	n/a	D106	n/a	28
235.1639962128	n/a	n/a	relax	n/a	n/a	D114	n/a	29
236.3239979676	n/a	n/a	relax	n/a	n/a	D112	n/a	30
237.2640049390	n/a	n/a	relax	n/a	n/a	DI96	n/a	31
238.5359956256	n/a	n/a	relax	n/a	n/a	D115	n/a	32
239.4919952682	n/a	n/a	relax	n/a	n/a	D100	n/a	33
240.4399985752	n/a	n/a	relax	n/a	n/a	D113	n/a	34
241.5959971330	n/a	n/a	relax	n/a	n/a	D103	n/a	35
242.5440004400	n/a	n/a	relax	n/a	n/a	D102	n/a	36
243.6959958009	n/a	n/a	relax	n/a	n/a	D105	n/a	37
244.0680014274	n/a	n/a	relax	n/a	n/a	D255	n/a	38
244.6760045669	n/a	n/a	relax	n/a	n/a	D105	n/a	39
245.8800012550	n/a	n/a	getready	n/a	n/a	D174	n/a	1
246.8199981681	n/a	n/a	getready	n/a	n/a	D167	n/a	2
247.9840031198	n/a	n/a	getready	n/a	n/a	D162	n/a	3
248.9719981632	n/a	n/a	getready	n/a	n/a	D185	n/a	4
250.0360036573	n/a	n/a	getready	n/a	n/a	D172	n/a	5
250.9800037674	n/a	n/a	getready	n/a	n/a	D166	n/a	6
252.1640045873	n/a	n/a	concentrate	n/a	n/a	D226	n/a	7
253.0999983034	n/a	n/a	concentrate	n/a	n/a	D235	n/a	8
254.2559968612	n/a	n/a	concentrate	n/a	n/a	D223	n/a	9
255.1920006356	n/a	n/a	concentrate	n/a	n/a	D233	n/a	10
256.3439959965	n/a	n/a	concentrate	n/a	n/a	D220	n/a	11
257.3960019580	n/a	n/a	concentrate	n/a	n/a	D233	n/a	12
258.3319956741	n/a	n/a	concentrate	n/a	n/a	D231	n/a	13
259.5919968865	n/a	n/a	concentrate	n/a	n/a	D221	n/a	14
260.5280006609	n/a	n/a	concentrate	n/a	n/a	D231	n/a	15
261.6839992187	n/a	n/a	concentrate	n/a	n/a	D226	n/a	16
262.6239961318	n/a	n/a	concentrate	n/a	n/a	D236	n/a	17
