onset	duration	sample	trial_type	response_time	stim_file	value	HED	second_after_ready
24.4880015335	n/a	n/a	wait	n/a	n/a	DI24	n/a	-39
25.0280006162	n/a	n/a	wait	n/a	n/a	DI27	n/a	-38
26.1919955096	n/a	n/a	wait	n/a	n/a	DI33	n/a	-37
27.1279992840	n/a	n/a	wait	n/a	n/a	DI28	n/a	-36
28.2839978418	n/a	n/a	wait	n/a	n/a	DI33	n/a	-35
29.2360043458	n/a	n/a	wait	n/a	n/a	DI28	n/a	-34
30.3479979119	n/a	n/a	wait	n/a	n/a	DI35	n/a	-33
31.4000038735	n/a	n/a	wait	n/a	n/a	DI29	n/a	-32
32.4719956449	n/a	n/a	wait	n/a	n/a	DI23	n/a	-31
33.6319973997	n/a	n/a	wait	n/a	n/a	DI33	n/a	-30
34.5680011741	n/a	n/a	wait	n/a	n/a	DI32	n/a	-29
35.7239997319	n/a	n/a	wait	n/a	n/a	DI22	n/a	-28
36.6560003093	n/a	n/a	wait	n/a	n/a	DI35	n/a	-27
37.8079956702	n/a	n/a	wait	n/a	n/a	DI31	n/a	-26
38.7519957802	n/a	n/a	wait	n/a	n/a	DI32	n/a	-25
39.9200039289	n/a	n/a	wait	n/a	n/a	DI27	n/a	-24
40.8520045063	n/a	n/a	wait	n/a	n/a	DI26	n/a	-23
42.0039998672	n/a	n/a	wait	n/a	n/a	DI22	n/a	-22
42.9400036416	n/a	n/a	wait	n/a	n/a	DI30	n/a	-21
44.1039985350	n/a	n/a	wait	n/a	n/a	DI22	n/a	-20
45.0479986451	n/a	n/a	wait	n/a	n/a	DI33	n/a	-19
46.1480027369	n/a	n/a	wait	n/a	n/a	DI24	n/a	-18
47.3119976304	n/a	n/a	wait	n/a	n/a	DI27	n/a	-17
48.2520046017	n/a	n/a	wait	n/a	n/a	DI42	n/a	-16
49.3239963732	n/a	n/a	wait	n/a	n/a	DI35	n/a	-15
50.3919950060	n/a	n/a	wait	n/a	n/a	DI27	n/a	-14
51.4320014349	n/a	n/a	wait	n/a	n/a	DI23	n/a	-13
52.4959968708	n/a	n/a	wait	n/a	n/a	DI29	n/a	-12
53.6480022899	n/a	n/a	wait	n/a	n/a	DI25	n/a	-11
54.5839960060	n/a	n/a	wait	n/a	n/a	DI32	n/a	-10
55.7439977608	n/a	n/a	wait	n/a	n/a	DI23	n/a	-9
56.6920010678	n/a	n/a	wait	n/a	n/a	DI26	n/a	-8
57.8559959612	n/a	n/a	wait	n/a	n/a	DI34	n/a	-7
